manchete,subtitulo,texto,data_publicacao,autor,classificacao_etaria,categoria
Cum minus quos consequuntur quaerat.,Magnam similique sequi ad molestiae ducimus reprehenderit alias neque.,Molestias pariatur exercitationem ipsa. Debitis nemo enim modi quia voluptates. Soluta expedita ad rem. Hic nemo similique repellendus delectus illo unde. Aliquid quam eum at.,2024-05-14,Luara Ribeiro,14,Economia
Atque porro incidunt nulla alias ullam.,Impedit iure porro odit eius voluptate reiciendis temporibus eum quam officia dolorum molestiae.,Quibusdam omnis repellat fuga. Repellat delectus nam eum nisi laborum. Perferendis quam quae consequatur corrupti.,2024-11-20,Dra. Maria Eduarda Carvalho,14,Tecnologia
Nesciunt commodi qui iste minus nulla dolor autem.,Quibusdam ut totam porro totam minima est dolore ab.,Ullam eum occaecati voluptatibus veritatis reiciendis voluptatem. Iure occaecati ipsum nisi in dolore ab. Magnam nihil quis aliquam eveniet eaque eos numquam. Numquam quis placeat excepturi.,2024-02-05,Bernardo Mendonça,12,Esportes
Hic in optio nostrum architecto laudantium inventore.,Quaerat assumenda unde beatae ab excepturi veritatis sed dignissimos cupiditate culpa in.,Quae blanditiis exercitationem in quam corporis error. Officia necessitatibus deleniti occaecati. Quibusdam voluptatem dignissimos maxime. Eum inventore voluptate dolore at impedit. Labore nostrum facilis illum numquam aliquam.,2024-02-15,Maria Flor Aparecida,14,Ciência
Porro accusamus commodi praesentium accusamus.,Temporibus cumque qui exercitationem numquam porro eaque similique.,Hic esse enim nesciunt. Saepe earum voluptas aut sint itaque debitis. Nemo voluptates tempore voluptatem occaecati perspiciatis sit. Totam nostrum mollitia consequuntur. Maxime iure perspiciatis temporibus. Dolores sint incidunt tempora.,2024-03-04,Júlia Abreu,12,Tecnologia
Quidem assumenda ipsam perspiciatis commodi assumenda.,Vitae animi unde incidunt unde architecto.,In officia neque voluptatem. Quas eius omnis tenetur harum quam. Voluptas beatae aut velit ratione quaerat vel. Vero veniam eaque aut porro. Harum enim et eius veritatis delectus amet. Iure sit repellat odit iure vel.,2023-12-23,Luiza Santos,10,Política
Dolorem voluptatibus eos quaerat.,Fugit consectetur eveniet occaecati itaque praesentium rem eos enim omnis eius ab.,Nemo consequuntur dignissimos autem eaque voluptatum illo repellat. Blanditiis occaecati labore amet minima. Unde reprehenderit corrupti aliquam. Ipsam officia eius. Fugiat quidem voluptates voluptates corrupti. Consequatur excepturi debitis cumque. Tempore minus vero vel.,2024-08-30,Helena Novaes,0,Entretenimento
Incidunt aliquam iure labore debitis dolore.,Reprehenderit expedita veritatis quibusdam quod corporis tempore consectetur.,Porro hic accusantium minima itaque maiores est. Aliquid animi temporibus voluptate soluta. Quam natus consequuntur ipsam illo reiciendis. Ipsam magni iure rem maxime distinctio. Voluptatibus eaque veritatis fugit debitis.,2024-06-26,Sra. Luna Monteiro,16,Política
Dolores amet quasi unde accusamus.,Molestias tenetur iusto consequuntur in ut praesentium.,Fugit ducimus aliquam iusto saepe quos saepe occaecati. Quibusdam reiciendis quo excepturi impedit esse dolores. Distinctio laboriosam ratione numquam. Qui qui sequi alias optio velit deserunt. Facilis corporis a et vitae dolor. Impedit esse aliquam libero sit minus.,2024-05-07,Maysa Cardoso,14,Ciência
Quam nulla nobis dignissimos fugiat ipsa quo.,Itaque repudiandae odio blanditiis distinctio temporibus ut neque.,Cupiditate necessitatibus maiores eveniet. Nulla corporis ab numquam. Doloribus assumenda eaque voluptatum rem est pariatur. Molestias harum dolore maxime quidem repudiandae necessitatibus. Dicta perspiciatis accusamus dolorum. Quibusdam itaque voluptate voluptas.,2024-06-29,Sr. Rael Ramos,12,Esportes
Ex dolorem praesentium provident distinctio.,Possimus officiis mollitia reprehenderit libero dolorem consequuntur.,Assumenda incidunt ducimus maxime minus. Sequi reiciendis doloremque sequi deserunt mollitia minima. Ut voluptatem unde eum quia nobis maiores.,2024-06-02,Alexandre Carvalho,16,Esportes
Accusantium totam perspiciatis doloribus doloribus.,Nam fuga corrupti dolorem fugit corrupti.,Accusamus mollitia non dolor placeat quae illo. Sed quisquam asperiores. Debitis officiis reiciendis quibusdam temporibus.,2024-01-04,Isaque Dias,12,Entretenimento
Nihil sed nulla eius.,Quibusdam sed modi laboriosam iste perspiciatis saepe repudiandae.,Itaque eaque ea voluptate asperiores deserunt. Atque fugit saepe corporis facere ut eos. Eos tempore doloremque fugiat voluptatibus sint expedita. Non nam aliquam recusandae tenetur eaque molestiae explicabo. Pariatur fuga saepe enim doloremque at.,2024-01-12,Marcos Vinicius Castro,12,Esportes
Eum dicta laboriosam voluptates voluptatum inventore.,Officia a libero delectus et suscipit quia eum officia.,Officiis commodi voluptates voluptatum exercitationem vel quisquam. Ad exercitationem sint debitis pariatur. Quos quod similique ut. Aliquid reprehenderit tempora laboriosam suscipit esse iusto. Eveniet id nesciunt velit atque dolorum. Molestias eveniet dolorem ut.,2024-07-10,Benjamim Vasconcelos,14,Entretenimento
Similique ut esse nostrum maiores.,Sit velit dignissimos maxime delectus error eaque nihil minima nostrum alias.,Necessitatibus est minus. Eos aut in. Velit laudantium repellendus hic soluta corporis.,2024-03-15,Hadassa Caldeira,0,Tecnologia
Nostrum quo suscipit aperiam possimus in modi quia.,Vero quibusdam molestiae minus et id.,Iusto ut cumque optio. Voluptate sint amet officia soluta. Sunt inventore vero pariatur praesentium maiores soluta. Veniam quia neque. Fuga non unde nesciunt repellendus.,2024-04-15,Srta. Mariane Ribeiro,16,Esportes
Dolores voluptatem doloremque eligendi provident officia itaque.,Suscipit soluta harum velit libero consequatur magnam ipsam explicabo ad dolorem in qui.,Rem voluptatem nobis. Quaerat sunt ullam beatae quas doloribus. Officiis deleniti ab consequuntur quibusdam cum exercitationem iure.,2024-11-12,Caroline da Rosa,16,Entretenimento
Repellendus eligendi facere facilis eos dolore.,Adipisci ullam quod sequi recusandae possimus ea aspernatur explicabo expedita ducimus.,Ut nulla ullam blanditiis blanditiis saepe tenetur. Alias tempore magnam. Magni cum rerum repellat doloribus veritatis. Est dolores delectus magni. Nemo necessitatibus sint assumenda provident enim.,2024-06-05,Aylla Fonseca,10,Esportes
Illo sunt voluptate quas aspernatur.,Molestias voluptas est rem reprehenderit rerum voluptates non ut et reprehenderit.,Laborum consequuntur adipisci facilis explicabo odit. Earum voluptates et hic nemo. Laudantium ratione rerum earum labore quidem sequi. Labore earum ipsam cumque laboriosam quis ullam.,2024-11-15,Ana da Mata,16,Entretenimento
Vitae vero vitae asperiores velit dicta.,Porro quibusdam ullam aperiam voluptatum debitis ipsa nihil exercitationem.,Corrupti incidunt ullam perferendis eos. Amet ad similique harum. Deleniti nobis quo iste.,2024-06-02,Bárbara Farias,14,Ciência
Error esse veritatis ex soluta quod magnam.,Cum recusandae tempora nam pariatur officiis deleniti nesciunt eius quaerat quos.,Voluptatum dolores culpa illo enim odio explicabo. Voluptatum ab modi placeat excepturi. Ad porro maiores officiis reiciendis provident ipsum. Eum exercitationem officia. Nihil doloremque ipsum nesciunt autem repudiandae.,2024-09-19,Liam Albuquerque,12,Entretenimento
Expedita placeat dicta hic reiciendis vitae.,Quidem illum numquam culpa eveniet distinctio.,Exercitationem impedit eveniet iste. Asperiores ex quo sed repudiandae doloribus ullam. Corrupti sequi placeat fugit repellendus voluptates.,2024-04-14,Yuri Nunes,10,Política
Adipisci optio debitis harum nostrum.,Quisquam nulla praesentium qui nostrum vero facilis nam veniam distinctio repellendus ipsum eveniet.,Quae nisi cum magnam. Ex aut alias libero odio. Modi sint veritatis iusto facere. Repellat ad fuga perspiciatis. Facere nemo excepturi. Doloremque soluta at dolorem.,2024-03-09,Antônio Moraes,12,Economia
Laborum dolores cupiditate soluta nesciunt suscipit.,Minima sint consequatur eligendi et perferendis temporibus commodi atque.,Consectetur inventore sapiente ratione. Itaque harum praesentium. Voluptate optio doloribus. Consequatur necessitatibus aut hic sint eius pariatur. Repellendus nobis doloremque molestiae officiis.,2024-11-03,Isadora Silva,0,Entretenimento
Ipsum aspernatur commodi explicabo explicabo neque asperiores.,Vitae voluptas fugit quisquam molestiae commodi.,Iusto nemo nobis ad. Laudantium eligendi architecto culpa debitis quae. Esse repudiandae voluptate doloremque. Alias illo autem architecto. Similique quo dignissimos sit debitis a doloremque.,2024-10-26,Maria Sophia Castro,12,Economia
Ex repudiandae quam voluptas.,Facilis repellat pariatur eligendi sunt accusantium distinctio alias omnis.,Neque saepe qui facilis magni. Delectus alias exercitationem omnis voluptates tempore voluptatum incidunt. Quisquam animi architecto quo dicta nesciunt. Ea soluta incidunt corrupti. Ex enim recusandae suscipit nesciunt. Sed quas odit blanditiis necessitatibus commodi.,2024-01-08,Sra. Mariah Pacheco,0,Política
Inventore corporis debitis cumque reprehenderit.,Quisquam deserunt perferendis ut impedit soluta cupiditate voluptate placeat tenetur ipsa.,Pariatur sapiente aspernatur eveniet quis occaecati sed. A molestias facilis ullam eius laudantium. Facilis nesciunt asperiores libero. Nostrum cum corrupti itaque. Inventore rerum voluptas doloremque. Atque omnis earum explicabo eaque atque voluptatum.,2024-02-20,Fernando Guerra,14,Economia
Animi debitis itaque expedita itaque.,Ipsam odit eum assumenda dignissimos facere culpa.,Quaerat soluta autem consequatur voluptatum. Saepe libero voluptatibus eveniet. Perspiciatis mollitia sed placeat expedita corporis libero.,2024-01-24,Milena Ferreira,14,Esportes
Deserunt doloribus ad et expedita rerum.,Unde perferendis asperiores deleniti ipsa excepturi optio optio voluptas est reiciendis recusandae.,Illum dolores molestias tenetur. Nostrum commodi maiores nihil rerum exercitationem alias. Harum beatae voluptate provident possimus laboriosam. Perspiciatis in dolorum optio illum quas minus. Quidem aperiam repellat libero vel.,2024-09-08,Ryan Nunes,10,Ciência
Vel porro accusantium voluptatem expedita.,Labore modi facilis eveniet beatae sed in modi possimus officiis facilis dolore.,Esse ipsam delectus. Officiis iusto atque alias voluptates aut odit deserunt. Nisi tempore ipsa culpa ipsum sapiente iusto. Exercitationem omnis distinctio perferendis.,2024-10-08,Luiz Gustavo da Costa,10,Tecnologia
Quam incidunt ipsam consectetur.,Magnam excepturi eius iusto veritatis voluptates enim occaecati.,Iure esse beatae corrupti nemo asperiores. Laboriosam quibusdam autem veniam tempore eveniet. Repudiandae odio minima architecto. Iusto voluptatem omnis ipsam fugit vel. Asperiores quasi expedita temporibus. Ex quia ducimus modi nisi numquam.,2024-11-24,João Lucas Nascimento,14,Economia
In voluptatem quo suscipit minus saepe esse.,Suscipit voluptas laboriosam fugit quis enim quisquam nemo.,Tenetur consectetur sunt repudiandae. Voluptatibus ea repellat nemo beatae ipsum. Ipsa ipsum doloremque saepe eos iure aliquid. Cum occaecati corporis nostrum.,2024-11-28,Arthur Miguel Aragão,10,Economia
At fuga ex fugiat iure.,Quia aliquam laboriosam non ea adipisci quo at occaecati.,Voluptatem consectetur eligendi numquam possimus in. Illum amet cumque eveniet. Sed reiciendis dignissimos nemo non officiis cupiditate animi. Blanditiis ea amet nisi delectus aut. Rem ab autem suscipit culpa. Tenetur pariatur dicta labore officiis pariatur necessitatibus.,2024-05-16,Henrique Nunes,18,Ciência
Eos iusto possimus tempora ipsum dolorum beatae.,Facere perferendis dolor eum nemo animi enim pariatur beatae accusantium cumque laboriosam aut.,Harum libero nesciunt modi ipsa modi. Sint occaecati cupiditate sequi voluptates facilis. Voluptatem magni corporis esse. Ducimus vel assumenda at perspiciatis. Quo necessitatibus delectus eos ea id.,2024-05-01,Milena Duarte,10,Esportes
Dolorem quas ab rem.,Quia soluta mollitia eos ipsam corrupti voluptatibus est nulla.,Voluptas fugiat doloribus necessitatibus. Numquam autem labore maxime ab modi. Suscipit totam totam expedita fugiat at. Eligendi veniam sed at magni repudiandae optio consectetur. Alias quibusdam excepturi magni possimus tempore.,2024-05-31,Carolina Ribeiro,14,Entretenimento
Voluptatem quam nemo quas fugit.,Reiciendis molestias alias quis temporibus error commodi.,Repellat aperiam cupiditate officia officia reprehenderit alias. Officiis beatae deleniti odit. Ullam totam dolorem libero quae quod.,2024-02-07,Ravi Lucca Teixeira,12,Ciência
Perferendis non distinctio excepturi similique.,Quaerat sint autem architecto porro eius praesentium deserunt deleniti exercitationem fugiat consequuntur debitis.,Voluptas voluptas neque expedita nihil. Excepturi consequuntur debitis dignissimos sint. Excepturi rerum perferendis deserunt.,2024-09-02,Dra. Ana Clara Barbosa,16,Política
Provident beatae magni ullam inventore deserunt id.,Iusto hic repudiandae culpa nihil vero rem autem qui magnam.,Quas distinctio reprehenderit nostrum minus. Optio placeat omnis optio quae perferendis laborum. Pariatur labore nihil officia debitis. Voluptatum quo eos consequatur cum. Voluptate eaque voluptate.,2024-05-24,Rodrigo Monteiro,12,Esportes
Ut ullam harum laborum.,Vero architecto perferendis maiores blanditiis cupiditate fuga pariatur.,Consequatur cumque nihil excepturi sunt natus consequuntur. Molestias a eaque minus. Qui minus est non nulla laborum sunt.,2024-01-04,Ana Cecília Mendonça,16,Ciência
Illo enim reprehenderit dicta.,Quo cupiditate temporibus vel ipsa vero ipsa.,Cum accusantium iusto qui. Quia praesentium rem iure ducimus. Non dolores consequatur tempore distinctio odio perferendis.,2024-11-06,Luísa Pacheco,0,Economia
Sequi tempore dicta possimus laudantium.,Quas libero nihil qui dignissimos natus hic expedita ut.,Modi impedit cupiditate dolorum numquam placeat corrupti. Adipisci cupiditate velit dolore maxime. Sint iusto assumenda numquam aliquid recusandae. Distinctio magnam deserunt ipsum. Inventore harum quae.,2024-06-24,Eduarda Mendonça,12,Entretenimento
Ea dignissimos nihil maiores.,Expedita eveniet accusamus autem est odio quam.,Dignissimos asperiores saepe expedita unde. Ab ex et quo. Eligendi provident facere rerum labore.,2024-04-22,Levi Martins,18,Economia
Saepe provident in neque modi.,Voluptatem accusantium repudiandae consequatur aliquid enim.,Deserunt aliquid iste officia minus. Quaerat voluptatum amet unde atque fugit officia sit. Dolorum assumenda officiis quos molestiae omnis.,2024-08-04,Catarina Lopes,10,Entretenimento
Velit praesentium ut tempore saepe soluta dicta.,Temporibus similique reprehenderit ducimus voluptas vel non.,Quam deleniti dolorum earum inventore quos deleniti. Aperiam dolorem cupiditate explicabo nesciunt dignissimos. Cum quas minus quisquam corporis odit esse. Ad blanditiis et sequi similique quo.,2024-10-08,Sra. Caroline Porto,0,Entretenimento
A minus nesciunt consectetur illum.,Praesentium amet in sequi debitis consequatur libero est consequuntur facilis quas nihil.,Porro est perspiciatis voluptatum rerum. Nisi officiis unde qui labore maiores. Quos sequi velit voluptatum modi animi. Necessitatibus quod explicabo corporis. Quae dolores placeat. Asperiores magni nostrum temporibus nostrum.,2024-06-07,Maria Júlia Lima,16,Ciência
